GeneName,up5,dn5,unchange5,all,HN5
Gm4724,23,16,203,242,7
Gm47955,8,1,233,242,7
Six5,10,3,229,242,7
Gm47791,18,11,213,242,7
St6galnac1,8,1,233,242,7
Hpcal1,7,0,235,242,7
Trim47,11,4,227,242,7
Brap,8,1,233,242,7
Rhox2g,20,13,209,242,7
Gm20695,24,17,201,242,7
Vegfa,9,2,231,242,7
C5ar1,13,6,223,242,7
Rhox2b,9,2,231,242,7
St14,7,0,235,242,7
Slc16a2,7,0,235,242,7
Wnt4,10,3,229,242,7
Has1,12,5,225,242,7
Btc,15,8,219,242,7
Rln1,18,11,213,242,7
Ifi203,11,4,227,242,7
Fam167b,15,8,219,242,7
Ier5l,11,4,227,242,7
Mid1,13,6,223,242,7
H2bc7,32,25,185,242,7
Shmt2,7,0,235,242,7
Ripply3,14,7,221,242,7
Rhox2f,17,10,215,242,7
Bpifa1,11,4,227,242,7
Bpifa2,12,5,225,242,7
Rin3,9,2,231,242,7
Fam240a,17,10,215,242,7
Vnn1,9,2,231,242,7
Clec1b,14,7,221,242,7
Kcnk1,7,0,235,242,7
Scrg1,10,3,229,242,7
Ciart,17,10,215,242,7
Gm20661,15,8,219,242,7
Kif19b,9,2,231,242,7
Fgf16,7,0,235,242,7
G0s2,11,4,227,242,7
Lonrf3,10,3,229,242,7
Spsb1,12,5,225,242,7
Arg2,15,8,219,242,7
Cfi,14,7,221,242,7
Kcnk15,11,4,227,242,7
Tacc2,8,1,233,242,7
Itgb2,10,3,229,242,7
Gprc5c,10,3,229,242,7
Sec61b,9,2,231,242,7
Fcnb,7,0,235,242,7
Gm8439,14,7,221,242,7
Kcna6,8,1,233,242,7
Cfap97d1,18,11,213,242,7
Tssk6,10,3,229,242,7
Cish,15,8,219,242,7
Gata3,12,5,225,242,7
Fcgr3,21,14,207,242,7
Gbp2,8,1,233,242,7
Gm9376,10,3,229,242,7
Fgg,12,5,225,242,7
Scn3b,11,4,227,242,7
Schip1,10,3,229,242,7
Sbk2,11,4,227,242,7
Chrna10,15,8,219,242,7
Fmr1,10,3,229,242,7
Lbp,9,2,231,242,7
Foxa2,11,4,227,242,7
Chrdl1,8,1,233,242,7
Gm29797,21,14,207,242,7
Chrnb4,10,3,229,242,7
Fmo2,10,3,229,242,7
Sprr1a,15,8,219,242,7
Tas2r143,9,2,231,242,7
Fthl17b,13,6,223,242,7
Saa2,28,21,193,242,7
Ftl1,12,5,225,242,7
Klre1,12,5,225,242,7
Slc6a15,8,1,233,242,7
Lin7b,19,12,211,242,7
Chst8,7,0,235,242,7
Fkbp11,14,7,221,242,7
Scgb2b27,8,1,233,242,7
Fhl2,8,1,233,242,7
Lipg,10,3,229,242,7
Spink10,16,9,217,242,7
Apol9b,22,15,205,242,7
Gck,8,1,233,242,7
Ssc4d,14,7,221,242,7
Igkv2-137,16,9,217,242,7
Gm42517,10,3,229,242,7
Il13ra2,8,1,233,242,7
Fbrsl1,8,1,233,242,7
Tubb3,11,4,227,242,7
Laptm4b,8,1,233,242,7
Iglv2,15,8,219,242,7
Mal,10,3,229,242,7
Glycam1,14,7,221,242,7
Spag11a,7,0,235,242,7
Gm52955,13,6,223,242,7
Gm10024,7,0,235,242,7
Igkv15-103,11,4,227,242,7
Gm27021,30,23,189,242,7
Snx10,12,5,225,242,7
Gm10272,7,0,235,242,7
Camk4,9,2,231,242,7
Gm10352,10,3,229,242,7
Gvin2,21,14,207,242,7
Slc30a1,12,5,225,242,7
H1f1,16,9,217,242,7
Ighv1-80,12,5,225,242,7
Ighv1-78,9,2,231,242,7
Txndc2,10,3,229,242,7
Ighv1-39,11,4,227,242,7
Il1rl2,13,6,223,242,7
Il1rn,14,7,221,242,7
Clca3a2,19,12,211,242,7
Lyz2,15,8,219,242,7
Ces2g,11,4,227,242,7
Atxn1,8,1,233,242,7
Ltb4r2,9,2,231,242,7
Apoe,10,3,229,242,7
Apoc4,19,12,211,242,7
Ces2c,7,0,235,242,7
Syt7,9,2,231,242,7
Serpina5,7,0,235,242,7
Gm21992,25,18,199,242,7
Irs3,15,8,219,242,7
Irs2,9,2,231,242,7
Gdf9,8,1,233,242,7
Vwce,10,3,229,242,7
Aplp1,9,2,231,242,7
Serpinb6b,14,7,221,242,7
Snorc,25,18,199,242,7
Ildr1,9,2,231,242,7
Il7r,11,4,227,242,7
Il31,19,12,211,242,7
Il3,7,0,235,242,7
Rps23rg1,12,5,225,242,7
Gja6,14,7,221,242,7
Lyve1,11,4,227,242,7
Gipc3,7,0,235,242,7
Plin2,10,3,229,242,7
Sox9,10,3,229,242,7
Olfr1564,9,2,231,242,7
Nr1h3,10,3,229,242,7
Dppa3,13,6,223,242,7
Trim30a,7,0,235,242,7
Them5,10,3,229,242,7
Tmem121b,8,1,233,242,7
Npas3,20,13,209,242,7
Notum,8,1,233,242,7
Zfp36l1,9,2,231,242,7
Pramel51,7,0,235,242,7
Defb2,11,4,227,242,7
Qpct,9,2,231,242,7
Cnfn,18,11,213,242,7
Efna5,11,4,227,242,7
Crabp2,15,8,219,242,7
Pde2a,19,12,211,242,7
Traj34,9,2,231,242,7
Cxxc4,7,0,235,242,7
Enpep,7,0,235,242,7
Ctsd,11,4,227,242,7
Rab20,8,1,233,242,7
Aass,8,1,233,242,7
Tincr,10,3,229,242,7
Egr4,10,3,229,242,7
Xlr4a,23,16,203,242,7
Phlda3,13,6,223,242,7
Olfr209,7,0,235,242,7
Phkg1,11,4,227,242,7
Prkab2,8,1,233,242,7
Defb40,9,2,231,242,7
Prkag3,13,6,223,242,7
Nr1h4,12,5,225,242,7
Eci3,13,6,223,242,7
Echdc2,11,4,227,242,7
Myo1d,9,2,231,242,7
Ddit3,26,19,197,242,7
Epha4,12,5,225,242,7
Cxcl13,15,8,219,242,7
Nup62cl,12,5,225,242,7
Cyp2d26,14,7,221,242,7
Acmsd,14,7,221,242,7
Obscn,8,1,233,242,7
Ybx2,10,3,229,242,7
Zscan29,10,3,229,242,7
Cyp2d9,9,2,231,242,7
Pramel13,8,1,233,242,7
Myh9,8,1,233,242,7
Eppin,9,2,231,242,7
Ctla4,9,2,231,242,7
Defa22,9,2,231,242,7
Rbp1,8,1,233,242,7
Defa23,12,5,225,242,7
Dtx4,11,4,227,242,7
Cstb,11,4,227,242,7
Tmem210,27,20,195,242,7
Tmem151b,7,0,235,242,7
Tmem140,21,14,207,242,7
Pcdhga2,8,1,233,242,7
Olfr1251,7,0,235,242,7
Rcvrn,9,2,231,242,7
Cxcl10,19,12,211,242,7
Tmem135,9,2,231,242,7
Olfr1276,10,3,229,242,7
Mthfd2,9,2,231,242,7
Olfr272,8,1,233,242,7
Efr3a,13,6,223,242,7
Tgm2,10,3,229,242,7
Tnfsf4,7,0,235,242,7
Rassf5,13,6,223,242,7
Tlx3,7,0,235,242,7
Zhx2,7,0,235,242,7
Olfr458,8,1,233,242,7
Rgmb,10,3,229,242,7
Prkcq,8,1,233,242,7
Proca1,14,7,221,242,7
Plet1,15,8,219,242,7
6430628N08Rik,9,2,231,242,7
Prodh2,21,14,207,242,7
Cym,10,3,229,242,7
Ctss,11,4,227,242,7
Ctsh,9,2,231,242,7
Tmprss9,9,2,231,242,7
Prop1,20,13,209,242,7
Olfr523,7,0,235,242,7
Col4a1,9,2,231,242,7
Tle5,10,3,229,242,7
Rhbdl1,19,12,211,242,7
Trhr2,9,2,231,242,7
Ets2,10,3,229,242,7
Plekhf1,10,3,229,242,7
Olfr922,8,1,233,242,7
Creg1,10,3,229,242,7
Trgv5,8,1,233,242,7
Trim40,8,1,233,242,7
Rasd1,17,10,215,242,7
Nsg2,8,2,232,242,6
Sprr2g,11,5,226,242,6
Ass1,8,2,232,242,6
Kcnip2,15,9,218,242,6
Gpd1,10,4,228,242,6
Galnt15,10,4,228,242,6
Dcaf8l,7,1,234,242,6
Srsf12,7,1,234,242,6
Ptprn2,9,3,230,242,6
Tldc2,21,15,206,242,6
Gm21671,8,2,232,242,6
Nrp1,10,4,228,242,6
Trav12-1,12,6,224,242,6
Gm29735,7,1,234,242,6
Pcdha11,12,6,224,242,6
Trgc3,6,0,236,242,6
Calml4,15,9,218,242,6
Fgf1,8,2,232,242,6
H2-Ob,7,1,234,242,6
Acoxl,8,2,232,242,6
Vcl,8,2,232,242,6
Nt5c1a,10,4,228,242,6
St13,8,2,232,242,6
Kcnq1,11,5,226,242,6
Fchsd1,12,6,224,242,6
Kctd12,7,1,234,242,6
Adgrf2,6,0,236,242,6
Ptgs2,12,6,224,242,6
Adgrf1,7,1,234,242,6
Kctd19,15,9,218,242,6
Adgrg1,13,7,222,242,6
Pecam1,11,5,226,242,6
Cd209b,8,2,232,242,6
Rtl8a,9,3,230,242,6
Trbv13-1,8,2,232,242,6
2610528J11Rik,10,4,228,242,6
Ptgds,13,7,222,242,6
Tbx1,10,4,228,242,6
H2ac13,30,24,188,242,6
H2ac12,28,22,192,242,6
Sprr2a3,7,1,234,242,6
Sds,12,6,224,242,6
Tmc8,11,5,226,242,6
Chek1,17,11,214,242,6
Sbno2,9,3,230,242,6
S100z,24,18,200,242,6
Foxd4,6,0,236,242,6
Dbf4,9,3,230,242,6
Cartpt,7,1,234,242,6
Chrm1,10,4,228,242,6
Slc38a8,8,2,232,242,6
Tpd52l1,9,3,230,242,6
Pde11a,10,4,228,242,6
Lancl3,8,2,232,242,6
Vps37d,9,3,230,242,6
Lims2,14,8,220,242,6
Trdv4,20,14,208,242,6
Ppara,8,2,232,242,6
Slc4a1,8,2,232,242,6
Arl15,8,2,232,242,6
Lhfpl2,8,2,232,242,6
Samd1,9,3,230,242,6
Grem2,9,3,230,242,6
Adamts13,6,0,236,242,6
Car4,16,10,216,242,6
Lgi3,8,2,232,242,6
Car5b,7,1,234,242,6
Tmc6,12,6,224,242,6
Sars,8,2,232,242,6
Krtap5-1,7,1,234,242,6
Gpr84,15,9,218,242,6
Foxf1,10,4,228,242,6
Chordc1,10,4,228,242,6
Ndufb5,11,5,226,242,6
Raet1e,11,5,226,242,6
H1f6,19,13,210,242,6
Tle6,10,4,228,242,6
Actl7b,15,9,218,242,6
Casp16,22,16,204,242,6
Trav1,13,7,222,242,6
Nefh,8,2,232,242,6
Tmem132b,10,4,228,242,6
Chil3,10,4,228,242,6
Elane,15,9,218,242,6
Gypa,9,3,230,242,6
Pcdhgb5,7,1,234,242,6
Gm21704,7,1,234,242,6
Arhgap36,6,0,236,242,6
Gucy1b2,6,0,236,242,6
Art4,7,1,234,242,6
Krt83,6,0,236,242,6
Ppp1r16b,11,5,226,242,6
Neu1,9,3,230,242,6
Pcp4,12,6,224,242,6
Zbtb32,10,4,228,242,6
Efemp1,9,3,230,242,6
Tmem184a,15,9,218,242,6
C7,6,0,236,242,6
Slc25a45,9,3,230,242,6
Ighv14-4,12,6,224,242,6
Defb43,16,10,216,242,6
Ighv5-17,13,7,222,242,6
Ighv3-6,12,6,224,242,6
Olfr95,8,2,232,242,6
Ighv2-9,8,2,232,242,6
Cela3b,10,4,228,242,6
Olfr918,8,2,232,242,6
Hp,21,15,206,242,6
Sh2d4b,6,0,236,242,6
Bdh2,9,3,230,242,6
Ighv1-64,13,7,222,242,6
Hsd3b3,10,4,228,242,6
A730009L09Rik,7,1,234,242,6
Ighv1-61,10,4,228,242,6
Hpca,8,2,232,242,6
Igkv1-131,8,2,232,242,6
Igkv9-129,14,8,220,242,6
Prelp,10,4,228,242,6
Svs6,8,2,232,242,6
Ostm1,9,3,230,242,6
Svs5,10,4,228,242,6
Osm,11,5,226,242,6
Gm15433,16,10,216,242,6
Tmem41b,8,2,232,242,6
Igkv4-72,9,3,230,242,6
Igkv1-132,9,3,230,242,6
Cdhr5,7,1,234,242,6
Igkv4-54,9,3,230,242,6
Hoxb9,8,2,232,242,6
Aard,8,2,232,242,6
Hoxc6,12,6,224,242,6
Gm10197,33,27,182,242,6
Olfr433,8,2,232,242,6
Stum,9,3,230,242,6
Crisp1,8,2,232,242,6
Ifit1,10,4,228,242,6
Gm11808,13,7,222,242,6
Sult1d1,7,1,234,242,6
Htra3,13,7,222,242,6
Gm12248,15,9,218,242,6
Siglec1,12,6,224,242,6
Bmp8a,9,3,230,242,6
Gm12253,10,4,228,242,6
Txnip,14,8,220,242,6
Ifi207,9,3,230,242,6
Gm13276,12,6,224,242,6
Icam2,15,9,218,242,6
Shq1,8,2,232,242,6
Shox2,11,5,226,242,6
Olfr748,6,0,236,242,6
Gm13889,8,2,232,242,6
Shc2,7,1,234,242,6
Shbg,9,3,230,242,6
Dhh,10,4,228,242,6
Cdx1,7,1,234,242,6
Dll1,11,5,226,242,6
Dmkn,14,8,220,242,6
Ighg1,11,5,226,242,6
Dmrtc1c1,10,4,228,242,6
Bhlhe40,12,6,224,242,6
Crispld2,9,3,230,242,6
Gm11168,26,20,196,242,6
Tmprss3,6,0,236,242,6
Olfr464,6,0,236,242,6
Ighv1-18,11,5,226,242,6
Ighv1-22,12,6,224,242,6
Prkd1,8,2,232,242,6
Igkv9-124,8,2,232,242,6
Prdm14,7,1,234,242,6
Nxnl2,10,4,228,242,6
Gch1,9,3,230,242,6
Nceh1,10,4,228,242,6
Gc,12,6,224,242,6
Itih3,10,4,228,242,6
Atp6v1g2,13,7,222,242,6
Papolb,14,8,220,242,6
C4b,8,2,232,242,6
Zfp940,9,3,230,242,6
Atp6v0d2,10,4,228,242,6
Ttc7b,7,1,234,242,6
Psmb8,11,5,226,242,6
Isoc2b,8,2,232,242,6
Psmb2,11,5,226,242,6
Vmn2r10,7,1,234,242,6
Isg15,17,11,214,242,6
Defa20,6,0,236,242,6
Atp6v0d1,8,2,232,242,6
Hivep2,6,0,236,242,6
Obox6,8,2,232,242,6
Ddn,13,7,222,242,6
Ddr1,10,4,228,242,6
Kazn,7,1,234,242,6
H4c14,12,6,224,242,6
Zfp960,8,2,232,242,6
Tor3a,9,3,230,242,6
Ddx4,10,4,228,242,6
Paqr6,12,6,224,242,6
Gata6,8,2,232,242,6
Ctag2l1,6,0,236,242,6
Oca2,9,3,230,242,6
Gba,9,3,230,242,6
Parm1,9,3,230,242,6
Izumo1r,10,4,228,242,6
AU015836,8,2,232,242,6
Tmem233,7,1,234,242,6
Hcrt,15,9,218,242,6
Gjb2,6,0,236,242,6
Cdh1,9,3,230,242,6
Tmem270,10,4,228,242,6
B4galnt2,10,4,228,242,6
Il22ra2,6,0,236,242,6
Gm19684,10,4,228,242,6
Abcb8,8,2,232,242,6
Ttyh2,10,4,228,242,6
Cst9,10,4,228,242,6
Olfr1438-ps1,6,0,236,242,6
Slc17a4,8,2,232,242,6
Aldh1a2,7,1,234,242,6
P2ry10,6,0,236,242,6
Csrnp1,13,7,222,242,6
Ihh,9,3,230,242,6
Tmem269,11,5,226,242,6
Pabpn1l,8,2,232,242,6
Prss41,7,1,234,242,6
Slc1a1,7,1,234,242,6
Slc1a4,10,4,228,242,6
Sesn2,11,5,226,242,6
Inmt,13,7,222,242,6
Olfr1322,11,5,226,242,6
Dpt,12,6,224,242,6
Ggt5,9,3,230,242,6
Hecw2,6,0,236,242,6
Slc22a14,19,13,210,242,6
Syt12,11,5,226,242,6
Iqschfp,9,3,230,242,6
Avpr1a,7,1,234,242,6
Stat3,7,1,234,242,6
Avil,14,8,220,242,6
Ctxn3,12,6,224,242,6
Fshr,6,0,236,242,6
Ano4,8,2,232,242,6
1700020A23Rik,16,10,216,242,6
Rbp4,10,4,228,242,6
1700042G07Rik,12,6,224,242,6
Plscr2,10,4,228,242,6
Entpd1,7,1,234,242,6
Mgp,18,12,212,242,6
Rflna,10,4,228,242,6
Ypel2,9,3,230,242,6
Rfpl4b,6,0,236,242,6
Cltrn,10,4,228,242,6
Cx3cr1,16,10,216,242,6
Plk3,11,5,226,242,6
Methig1,10,4,228,242,6
Gm8334,6,0,236,242,6
Fabp2,9,3,230,242,6
Ankrd2,16,10,216,242,6
Magea3,10,4,228,242,6
Rhox3e,7,1,234,242,6
Gnai1,6,0,236,242,6
Tcaf2,7,1,234,242,6
Cnr2,9,3,230,242,6
Rhoq,11,5,226,242,6
Ltk,8,2,232,242,6
Alb,8,2,232,242,6
Phf1,8,2,232,242,6
Fam43a,13,7,222,242,6
Trim65,9,3,230,242,6
Aldh8a1,10,4,228,242,6
Fam13a,6,0,236,242,6
Smad7,11,5,226,242,6
Myoc,7,1,234,242,6
Map3k7cl,8,2,232,242,6
Slx1b,14,8,220,242,6
Wfdc11,7,1,234,242,6
Gm5065,6,0,236,242,6
Ccdc117,11,5,226,242,6
Wfdc13,7,1,234,242,6
Ms4a10,11,5,226,242,6
Rnasel,11,5,226,242,6
Rcan2,11,5,226,242,6
Enpp2,9,3,230,242,6
Magea5,8,2,232,242,6
Cnn3,12,6,224,242,6
Tesc,12,6,224,242,6
Aen,10,4,228,242,6
Erich4,13,7,222,242,6
Wee2,9,3,230,242,6
Naalad2,13,7,222,242,6
Eps8l1,18,12,212,242,6
Mab21l1,7,1,234,242,6
Xpot,7,1,234,242,6
Rgs17,10,4,228,242,6
Cnksr1,8,2,232,242,6
Clca3a1,12,6,224,242,6
Gm45208,40,34,168,242,6
Themis2,9,3,230,242,6
Cwc25,9,3,230,242,6
Mup7,14,8,220,242,6
Plekha7,8,2,232,242,6
Unc45b,8,2,232,242,6
Ugt1a2,9,3,230,242,6
Zpld2,6,0,236,242,6
Myog,10,4,228,242,6
Gm3880,9,3,230,242,6
Tbx3,8,2,232,242,6
Uncx,11,5,226,242,6
Slc7a5,9,3,230,242,6
Gm45716,11,5,226,242,6
Mybpc2,9,3,230,242,6
Cyp2c50,6,0,236,242,6
Tex46,7,1,234,242,6
Esp18,6,0,236,242,6
Smr3a,10,4,228,242,6
Tdrp,9,3,230,242,6
Epha2,11,5,226,242,6
Aldh1a1,9,3,230,242,6
Mc1r,11,5,226,242,6
Myl7,16,10,216,242,6
Mobp,11,5,226,242,6
Mapk4,6,0,236,242,6
Cyp4a12a,6,0,236,242,6
Cd164l2,10,4,228,242,6
Ccl5,25,19,198,242,6
Ampd1,14,8,220,242,6
Amh,15,9,218,242,6
Nat8f5,14,8,220,242,6
Ucma,21,15,206,242,6
Plekhg5,9,3,230,242,6
Apod,12,6,224,242,6
Ubxn2a,9,3,230,242,6
Cbarp,9,3,230,242,6
Mybpc1,7,1,234,242,6
Ajm1,12,6,224,242,6
Nat8,10,4,228,242,6
Eml2,6,0,236,242,6
Hrg,7,2,233,242,5
Pla2r1,7,2,233,242,5
Rbm47,9,4,229,242,5
Sntb1,7,2,233,242,5
Bricd5,11,6,225,242,5
Stard8,9,4,229,242,5
Cfh,8,3,231,242,5
Ceacam3,7,2,233,242,5
Mfsd1,9,4,229,242,5
Atp9a,5,0,237,242,5
Kcng2,9,4,229,242,5
Sec14l5,6,1,235,242,5
Tmem223,9,4,229,242,5
Hba-x,7,2,233,242,5
Hprt,9,4,229,242,5
Ticam2,8,3,231,242,5
Tmem80,9,4,229,242,5
Celsr2,5,0,237,242,5
Ticam1,8,3,231,242,5
Clec4a1,15,10,217,242,5
Ptges,7,2,233,242,5
Crip3,10,5,227,242,5
Dynlt5,7,2,233,242,5
Serpina1d,8,3,231,242,5
Gcnt2,10,5,227,242,5
Serpina3g,21,16,205,242,5
Upk1a,7,2,233,242,5
Mbnl2,7,2,233,242,5
Tent5c,5,0,237,242,5
Palmd,9,4,229,242,5
Ablim2,5,0,237,242,5
E030025P04Rik,7,2,233,242,5
AA467197,27,22,193,242,5
Mycbp,7,2,233,242,5
Olfml1,11,6,225,242,5
Atp7a,8,3,231,242,5
Wnt6,8,3,231,242,5
Gbp6,13,8,221,242,5
Ivns1abp,8,3,231,242,5
Gbp2b,6,1,235,242,5
Oaz3,18,13,211,242,5
Kap,6,1,235,242,5
Ighv14-3,11,6,225,242,5
Gas7,9,4,229,242,5
Zscan4-ps1,6,1,235,242,5
Cela1,13,8,221,242,5
Jak1,8,3,231,242,5
Olfr352,7,2,233,242,5
Olfr916,8,3,231,242,5
St6gal1,7,2,233,242,5
Hsd11b1,15,10,217,242,5
Septin14,7,2,233,242,5
Tecrl,6,1,235,242,5
Crem,10,5,227,242,5
Sparc,7,2,233,242,5
Gata4,6,1,235,242,5
Prr15,14,9,219,242,5
Gm10717,27,22,193,242,5
Ighv2-3,8,3,231,242,5
Ankrd33b,8,3,231,242,5
Rnf128,6,1,235,242,5
Gm5901,13,8,221,242,5
Agxt2,7,2,233,242,5
Obp2b,9,4,229,242,5
Serpina1c,11,6,225,242,5
Dgat2l6,5,0,237,242,5
Gm5767,26,21,195,242,5
Ppp2r2b,5,0,237,242,5
Crim1,9,4,229,242,5
Selenop,9,4,229,242,5
Ighv2-6,10,5,227,242,5
Adgrg7,5,0,237,242,5
Plxnb3,8,3,231,242,5
Dusp26,6,1,235,242,5
Cfap20,7,2,233,242,5
Atp6v1c1,8,3,231,242,5
Mdc1,9,4,229,242,5
Clec2e,5,0,237,242,5
Hs1bp3,12,7,223,242,5
Gm14744,5,0,237,242,5
Oas1f,5,0,237,242,5
Clec1a,9,4,229,242,5
8030474K03Rik,5,0,237,242,5
Gm20498,14,9,219,242,5
Susd2,8,3,231,242,5
Vmn1r37,5,0,237,242,5
Thbs4,5,0,237,242,5
Otud1,9,4,229,242,5
Cpz,9,4,229,242,5
Abca3,7,2,233,242,5
Oosp1,9,4,229,242,5
Slc13a3,7,2,233,242,5
Abca6,6,1,235,242,5
Cxcr5,14,9,219,242,5
Rergl,10,5,227,242,5
Prdm1,7,2,233,242,5
Oxct2b,8,3,231,242,5
Gm17374,21,16,205,242,5
Glb1l2,6,1,235,242,5
Msn,7,2,233,242,5
Igkv1-99,7,2,233,242,5
Bag2,8,3,231,242,5
Hid1,12,7,223,242,5
Il11,13,8,221,242,5
Abcb1a,7,2,233,242,5
Igkv1-88,11,6,225,242,5
Hic1,9,4,229,242,5
Dnajc28,11,6,225,242,5
Umod,7,2,233,242,5
Ttyh3,7,2,233,242,5
Milr1,10,5,227,242,5
Defb12,5,0,237,242,5
Plscr1,11,6,225,242,5
Hgd,6,1,235,242,5
Basp1,12,7,223,242,5
Igkv10-96,13,8,221,242,5
Rimklb,6,1,235,242,5
Gm10131,14,9,219,242,5
Igkv19-93,12,7,223,242,5
Aars,7,2,233,242,5
Gm15091,7,2,233,242,5
Cyp2ab1,6,1,235,242,5
Defb39,5,0,237,242,5
Defb35,12,7,223,242,5
Igkv4-53,9,4,229,242,5
Gm49352,7,2,233,242,5
Igkv4-55,13,8,221,242,5
Hoxb2,7,2,233,242,5
Mmgt2,12,7,223,242,5
Tex50,6,1,235,242,5
Igkv14-111,11,6,225,242,5
Cyp2b10,7,2,233,242,5
Batf3,15,10,217,242,5
Stmn4,19,14,209,242,5
Igkv4-81,7,2,233,242,5
Mlxipl,14,9,219,242,5
Igkv12-44,17,12,213,242,5
Gm16181,23,18,201,242,5
Svs3b,5,0,237,242,5
Igkv12-41,7,2,233,242,5
BC051019,12,7,223,242,5
Trav8d-1,6,1,235,242,5
1500009L16Rik,12,7,223,242,5
Akap12,5,0,237,242,5
Igkv8-19,10,5,227,242,5
Slc10a1,10,5,227,242,5
Gm43552,26,21,195,242,5
Gm43302,18,13,211,242,5
Hoxd9,9,4,229,242,5
Iqcf5,10,5,227,242,5
Prss51,10,5,227,242,5
Serpine3,9,4,229,242,5
C130026I21Rik,16,11,215,242,5
Omd,18,13,211,242,5
Pramel36,7,2,233,242,5
C130074G19Rik,5,0,237,242,5
Slc22a13,9,4,229,242,5
Hebp2,8,3,231,242,5
Gfra1,9,4,229,242,5
Prr5l,11,6,225,242,5
Olr1,15,10,217,242,5
Mmp27,10,5,227,242,5
Cers6,9,4,229,242,5
4930503B20Rik,8,3,231,242,5
Defa38,9,4,229,242,5
Kctd12b,7,2,233,242,5
Serpinb2,14,9,219,242,5
Mfsd2b,9,4,229,242,5
Rcsd1,8,3,231,242,5
Etnk2,9,4,229,242,5
Irf2bp2,8,3,231,242,5
Irf2bpl,8,3,231,242,5
Trav13n-4,11,6,225,242,5
Irf5,8,3,231,242,5
Irf8,12,7,223,242,5
Ces1e,5,0,237,242,5
Irgc1,16,11,215,242,5
C1qtnf9,6,1,235,242,5
Etd,8,3,231,242,5
Reep6,6,1,235,242,5
Zfp367,7,2,233,242,5
B3gnt6,5,0,237,242,5
Zfp366,10,5,227,242,5
Defa42,10,5,227,242,5
Igkc,18,13,211,242,5
Vmn1r59,5,0,237,242,5
1700003E16Rik,7,2,233,242,5
Cyp27a1,9,4,229,242,5
Il23a,12,7,223,242,5
Zfp853,5,0,237,242,5
Il27ra,6,1,235,242,5
Tmem30b,5,0,237,242,5
Ighv8-8,10,5,227,242,5
Spa17,17,12,213,242,5
Gm49673,9,4,229,242,5
Wfdc9,11,6,225,242,5
Ccnd2,7,2,233,242,5
Pacrg,8,3,231,242,5
Reg4,7,2,233,242,5
B3gnt2,13,8,221,242,5
Vmn1r66,6,1,235,242,5
Gipc2,9,4,229,242,5
Slc19a3,8,3,231,242,5
Gm49909,8,3,231,242,5
Cpne8,10,5,227,242,5
Abcg4,13,8,221,242,5
Impact,8,3,231,242,5
Mt3,21,16,205,242,5
Dppa5a,20,15,207,242,5
Reg3b,9,4,229,242,5
Drd4,7,2,233,242,5
Tppp2,8,3,231,242,5
Mars1,8,3,231,242,5
Ly86,13,8,221,242,5
Car3,7,2,233,242,5
Niban1,9,4,229,242,5
Lypd2,27,22,193,242,5
Sash1,12,7,223,242,5
Nab1,7,2,233,242,5
Usp17lb,7,2,233,242,5
Phgr1,12,7,223,242,5
Dio1,10,5,227,242,5
Adra2b,7,2,233,242,5
Cd300ld3,17,12,213,242,5
Nhlrc4,10,5,227,242,5
Tas2r126,6,1,235,242,5
Flrt1,7,2,233,242,5
Adamts3,6,1,235,242,5
Rab42,14,9,219,242,5
Ifnab,12,7,223,242,5
Gm28040,11,6,225,242,5
Phgdh,9,4,229,242,5
Lgmn,8,3,231,242,5
Lgsn,7,2,233,242,5
Eng,9,4,229,242,5
Htr1d,7,2,233,242,5
Lhfpl4,13,8,221,242,5
Dapl1,19,14,209,242,5
Tcap,15,10,217,242,5
Mpped2,8,3,231,242,5
Rgs8,6,1,235,242,5
Pdlim4,9,4,229,242,5
Lce1a2,6,1,235,242,5
Arl14,10,5,227,242,5
Cdo1,8,3,231,242,5
Nmnat3,8,3,231,242,5
Cyp11b1,6,1,235,242,5
L1td1,8,3,231,242,5
Foxa3,5,0,237,242,5
Birc3,8,3,231,242,5
Shank1,6,1,235,242,5
Gm21988,8,3,231,242,5
Gm11564,5,0,237,242,5
Rgs20,10,5,227,242,5
Lamc3,6,1,235,242,5
Blk,7,2,233,242,5
Spink1,9,4,229,242,5
Tcf21,7,2,233,242,5
Gm3336,18,13,211,242,5
Rab11fip1,8,3,231,242,5
Gm27029,16,11,215,242,5
Rprm,9,4,229,242,5
Capsl,13,8,221,242,5
Pigp,7,2,233,242,5
Nlgn3,6,1,235,242,5
6430548M08Rik,9,4,229,242,5
Gm26602,16,11,215,242,5
Ctsf,6,1,235,242,5
Olfr780,8,3,231,242,5
Rab27a,8,3,231,242,5
Gm26965,18,13,211,242,5
Layn,12,7,223,242,5
Fbxo16,8,3,231,242,5
Cdk2ap2,7,2,233,242,5
Dapk1,6,1,235,242,5
Nfkb2,8,3,231,242,5
Tshz2,5,0,237,242,5
Gm12845,5,0,237,242,5
Tle2,14,9,219,242,5
Trav3-3,11,6,225,242,5
Sult1b1,6,1,235,242,5
Cd209e,5,0,237,242,5
Lrrc10,7,2,233,242,5
Xaf1,13,8,221,242,5
Per2,8,3,231,242,5
Adh5,7,2,233,242,5
Percc1,13,8,221,242,5
Rtl4,6,1,235,242,5
Cblc,7,2,233,242,5
1700067K01Rik,10,5,227,242,5
Apol7e,22,17,203,242,5
Gm29666,11,6,225,242,5
